"","country","year","gini_disp","gini_disp_se","gini_mkt","gini_mkt_se","lending","expenditures","revenue","gdp_growth_rate","fbinpercGDP","unemp_rate"
"637","Slovenia",2009,24.3,0.64,40.4,0.91,-5.9,48.1,43.6,-7.54843779134178,-1.4,5.9
"638","Slovenia",2010,24.8,0.67,41,0.93,-5.7,48.7,44.6,1.34374847220215,-1.1,7.3
"639","Slovenia",2011,24.9,0.65,41.4,0.92,-6.7,49,44.2,0.861327732719303,-1,8.2
"640","Slovenia",2012,25.7,0.71,42.2,0.96,-2.4,45.6,45.2,-2.63943875676689,0.9,8.9
"641","Slovenia",2013,25.5,0.67,42.2,0.95,-12,54.9,45.5,-1.02928277204056,2.3,10.1
"642","Slovenia",2014,25.3,0.7,42,0.97,-3.5,45.4,45.2,2.76815883065036,5.1,9.7
"643","Slovenia",2015,25.2,0.76,41.9,0.96,-1,43.5,45.7,2.21008160650594,3.9,9
"644","Slovenia",2016,24.7,0.72,41.3,0.99,-0.6,41.8,44.1,3.19185251782498,4.8,8
"645","Slovenia",2017,24.4,0.72,40.9,1.01,0.1,41.4,44,4.81538063231366,6.4,6.6
"646","Slovenia",2018,24.4,0.74,40.8,1.04,0,42.3,44.3,4.45436574721896,6.1,5.1
"647","Slovenia",2019,24.4,0.82,40.7,1.15,-0.6,42.7,43.8,3.45107924423903,6.1,4.4
"648","Slovenia",2020,24.3,1.05,40.6,1.4,-5.6,47.3,43.3,-4.3213699045107,7.7,5
"649","Spain",1995,32.4,0.77,46.9,0.99,-5.3,37.7,37.3,2.75749404598304,-1.2,22.9
"650","Spain",1996,31.7,0.71,46.4,1.05,-4,36,37,2.66056160429645,-0.9,22.1
"651","Spain",1997,31.7,0.8,46,1.11,-2.2,35.3,37.6,3.70249462716615,-0.7,20.6
"652","Spain",1998,31,0.63,45.3,1.01,-1.5,35.8,38.3,4.39310073452258,-1.7,18.6
"653","Spain",1999,30.6,0.62,44.9,1.01,-0.6,35.9,38.7,4.4905533784064,-3.2,15.7
"654","Spain",2000,30.5,0.78,44.8,1.02,-1.5,36.3,37.9,5.24594382377803,-4.3,13.9
"655","Spain",2001,29.5,0.73,43.9,1.05,-1,36,38,3.93300276489272,-4.4,10.6
"656","Spain",2002,29.1,0.7,43.6,1.04,-0.5,36.2,38.3,2.73094832930995,-3.7,11.5
"657","Spain",2003,30.2,0.75,44,1,-0.5,36.2,38,2.98193631644672,-3.9,11.5
"658","Spain",2004,31.1,0.67,44.5,0.84,-0.4,37.2,38.7,3.12273351662624,-5.5,11
"659","Spain",2005,31.1,0.78,44.8,0.96,0.2,37.7,39.7,3.65208419190144,-7.3,9.2
"660","Spain",2006,31.2,0.78,45.3,0.95,-0.1,39,40.5,4.10268574072705,-8.9,8.5
"661","Spain",2007,31.2,0.64,45.7,0.72,-1.6,41.1,41.1,3.60473846199818,-9.4,8.2
"662","Spain",2008,31.9,0.7,47.2,0.87,-7.8,43.1,36.8,0.887067045576416,-8.9,11.3
"663","Spain",2009,32.5,0.68,48.5,0.89,-11.7,45,35,-3.7631070424473,-4.1,17.9
"664","Spain",2010,33.3,0.61,49.8,0.78,-9.8,44.4,36.5,0.162919517758226,-3.7,19.9
"665","Spain",2011,33.3,0.7,50,0.89,-9.3,43.3,36.4,-0.814384776648922,-2.7,21.4
"666","Spain",2012,33.4,0.72,50.3,0.88,-9.2,44.1,37.9,-2.95892213230024,0.1,24.8
"667","Spain",2013,33.8,0.68,51.1,0.8,-4.2,39.5,38.9,-1.40334186790638,2,26.1
"668","Spain",2014,33.5,0.7,50.5,0.88,-3.3,39,39.3,1.39577536727975,1.7,24.5
"669","Spain",2015,33.5,0.74,50.5,0.92,-4.3,40.1,38.7,3.83851887667484,2,22.1
"670","Spain",2016,33.4,0.73,50.5,0.87,-4.7,40.1,38.2,3.03777414172446,3.2,19.6
"671","Spain",2017,32.7,0.75,49.4,0.98,-4.8,40.5,38.2,2.97576072924863,2.8,17.2
"672","Spain",2018,32.3,0.77,48.7,1.02,-5.2,41.9,39.2,2.28446941947622,1.9,15.3
"673","Spain",2019,31.9,0.82,48.2,1.11,-6.3,43.3,39.2,1.9839662230883,2.1,14.1
"674","Spain",2020,32,0.98,48.2,1.31,-5.8,45.4,41.9,-11.3254383222864,0.6,15.5
"675","Sweden",1995,23.2,0.56,48.7,0.81,-6.1,57,56,3.93519292606446,2.7,10
"676","Sweden",1996,24.3,0.71,48.8,1.02,-1.8,54.4,57.8,1.57945640649923,2.9,10.7
"677","Sweden",1997,25.1,0.84,48.9,1.14,-0.4,52.6,57.2,3.07052659296374,3.4,11
"678","Sweden",1998,25.2,0.76,48.8,1.13,1.2,51.7,57.3,4.31183635326269,3.7,9.3
"679","Sweden",1999,25.4,0.87,48.5,1.12,0.3,52.6,56.7,4.24718414367548,3.8,7.9
"680","Sweden",2000,25.2,0.71,48.3,0.92,1.8,51.1,56.2,4.7663488714872,3.8,6.7
"681","Sweden",2001,25.1,0.92,48.1,1.15,1,50.3,53.9,1.44949861796981,4,5
"682","Sweden",2002,24.8,0.97,47.9,1.23,-1.4,50.7,52.2,2.1969210621746,4.3,5.2
"683","Sweden",2003,24.2,0.88,47.7,1.19,-0.9,51.3,52.6,2.30981059032811,5.7,5.8
"684","Sweden",2004,23.9,0.74,47.7,1.08,-0.3,51.1,52.7,4.33685615384474,5.8,6.6
"685","Sweden",2005,23.9,0.53,47.8,0.89,1.2,51.1,54.1,2.85880323990261,6.1,7.6
"686","Sweden",2006,24.2,0.81,48.2,1.12,0.3,51.2,53.2,4.66277355175126,7.7,7.2
"687","Sweden",2007,24.7,0.87,48.7,1.21,0.8,50.1,52.7,3.43922177600065,7.5,6.3
"688","Sweden",2008,25.1,0.81,49.2,1.25,0.9,49.5,52,-0.450559256743361,7.3,6.3
"689","Sweden",2009,25.3,0.83,49.6,1.25,1.6,48.6,51.5,-4.33979057452935,6.1,8.5
"690","Sweden",2010,25.6,0.81,50,1.24,0.3,48.9,50.3,5.95210700755608,6.1,8.8
"691","Sweden",2011,25.8,0.71,50.4,1.18,-0.7,48.9,49.4,3.1953332348894,5.2,8
"692","Sweden",2012,25.9,0.71,50.7,1.15,-0.1,48.9,49.8,-0.588304568990736,5.4,8.1
"693","Sweden",2013,26.2,0.67,51.1,1.13,0,49.3,50.2,1.187775715906,4.8,8.2
"694","Sweden",2014,26.4,0.71,51.5,1.16,-0.5,48.9,49.1,2.65779827531642,4.1,8.1
"695","Sweden",2015,26.6,0.73,51.9,1.21,-0.3,49.1,49.3,4.48928158790491,3.1,7.6
"696","Sweden",2016,26.8,0.73,52.2,1.2,0.7,49.5,50.7,2.07059315052096,2.4,7.1
"697","Sweden",2017,26.8,0.73,52.3,1.23,0.8,49.5,50.7,2.56792452526476,2.8,6.8
"698","Sweden",2018,26.8,0.74,52.4,1.26,0.1,50.1,50.7,1.95002284569983,2.6,6.5
"699","Sweden",2019,26.7,0.82,52.4,1.37,-0.2,49.5,49.7,1.98619587380391,5.2,7
"700","Sweden",2020,26.7,0.96,52.4,1.58,-1.4,50.4,49.3,-2.17021317885872,5.9,8.5
"701","United Kingdom",1995,33.7,0.62,54,0.64,NA,NA,33.3,2.53166996442249,-0.7,8.6
"702","United Kingdom",1996,33.7,0.64,53.8,0.65,NA,NA,33.2,1.90780710105234,-0.6,8.1
"703","United Kingdom",1997,33.9,0.61,53.7,0.64,NA,NA,33.6,4.36658107426521,-0.1,6.9
"704","United Kingdom",1998,34.3,0.67,54,0.64,NA,NA,35,3.15728733863099,-0.2,6.2
"705","United Kingdom",1999,34.6,0.67,54.2,0.67,NA,NA,35.6,3.0140704762541,-2.1,6
"706","United Kingdom",2000,34.8,0.79,54.2,0.78,NA,NA,36.4,4.09265347753652,-1.9,5.4
"707","United Kingdom",2001,34.5,0.72,53.9,0.71,NA,NA,36.3,2.15742817784832,-1.8,5.1
"708","United Kingdom",2002,33.7,0.67,53.2,0.62,NA,NA,35.6,1.77076529877269,-2,5.2
"709","United Kingdom",2003,33.1,0.59,53.1,0.57,NA,NA,35.5,3.12305331258689,-1.9,5
"710","United Kingdom",2004,33,0.59,53.3,0.63,NA,NA,36.7,2.34497148161661,-2.4,4.8
"711","United Kingdom",2005,33.2,0.66,53.4,0.64,NA,NA,37.8,2.66833765676094,-2,4.8
"712","United Kingdom",2006,33.3,0.68,53.4,0.66,NA,NA,37.8,2.16040532059112,-3.2,5.4
"713","United Kingdom",2007,32.9,0.54,53.1,0.59,NA,NA,38,2.56346046050109,-3.8,5.3
"714","United Kingdom",2008,32.8,0.64,53.4,0.63,NA,NA,38.9,-0.154344314706506,-4,5.7
"715","United Kingdom",2009,32.6,0.68,54.1,0.68,NA,NA,37.4,-4.51048560011785,-3.2,7.6
"716","United Kingdom",2010,32,0.51,54.2,0.63,NA,NA,38.1,2.43007289502704,-2.9,7.9
"717","United Kingdom",2011,31.4,0.56,53.9,0.68,NA,NA,38.4,1.06761091403658,-1.8,8.1
"718","United Kingdom",2012,31.1,0.62,54,0.71,NA,NA,37.7,1.44845675688505,-3.3,8
"719","United Kingdom",2013,30.7,0.51,53.6,0.64,NA,NA,38.6,1.81986337468368,-4.8,7.6
"720","United Kingdom",2014,31.1,0.64,53.5,0.69,NA,NA,37.6,3.19970262614801,-5.2,6.2
"721","United Kingdom",2015,31.3,0.65,53.5,0.75,NA,NA,37.6,2.393103183986,-5.1,5.4
"722","United Kingdom",2016,31.2,0.66,53.1,0.73,NA,NA,37.9,2.16520621052183,-5.5,4.9
"723","United Kingdom",2017,31.2,0.61,52.8,0.72,NA,NA,38.3,2.44357046987986,-3.6,4.4
"724","United Kingdom",2018,31.4,0.62,52.7,0.72,NA,NA,38.2,1.70502102232903,-4.1,4.1
"725","United Kingdom",2019,31.3,0.58,52.4,0.65,NA,NA,38,1.60430864787399,-2.8,3.8
"726","United Kingdom",2020,31.4,0.73,52.6,0.87,NA,NA,40,-11.0308584551979,-3.2,4.6
"727","United Kingdom",2021,31.9,0.72,52.6,1,NA,NA,40.4,7.52491037367686,-2,4.5
