LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;Flag Codes
ROU;GDP;TOT;USD_CAP;A;2014;20624326685;
ROU;GDP;TOT;USD_CAP;A;2015;21617288479;
ROU;GDP;TOT;USD_CAP;A;2016;23899782494;
ROU;GDP;TOT;USD_CAP;A;2017;26937461797;
ROU;GDP;TOT;USD_CAP;A;2018;29553041501;
ROU;GDP;TOT;USD_CAP;A;2019;33028052566;
ROU;GDP;TOT;USD_CAP;A;2020;33325494217;
ROU;GDP;TOT;USD_CAP;A;2021;36255862609;P
ROU;GDP;TOT;USD_CAP;A;2022;42372111882;P
MKD;GDP;TOT;USD_CAP;A;2000;6152655855;E
MKD;GDP;TOT;USD_CAP;A;2001;6050882886;E
MKD;GDP;TOT;USD_CAP;A;2002;6395184104;E
MKD;GDP;TOT;USD_CAP;A;2003;659578359;E
MKD;GDP;TOT;USD_CAP;A;2004;7172039536;E
MKD;GDP;TOT;USD_CAP;A;2005;784892282;E
MKD;GDP;TOT;USD_CAP;A;2006;8688897628;E
MKD;GDP;TOT;USD_CAP;A;2007;9352004121;E
MKD;GDP;TOT;USD_CAP;A;2008;10521860232;E
MKD;GDP;TOT;USD_CAP;A;2009;11010557406;E
MKD;GDP;TOT;USD_CAP;A;2010;11360930536;E
MKD;GDP;TOT;USD_CAP;A;2011;11689962054;E
MKD;GDP;TOT;USD_CAP;A;2012;11915687265;E
MKD;GDP;TOT;USD_CAP;A;2013;12727355581;E
MKD;GDP;TOT;USD_CAP;A;2014;13434737521;E
MKD;GDP;TOT;USD_CAP;A;2015;13888293041;E
MKD;GDP;TOT;USD_CAP;A;2016;15138004749;E
MKD;GDP;TOT;USD_CAP;A;2017;15706422358;E
MKD;GDP;TOT;USD_CAP;A;2018;16796298138;E
ZMB;GDP;TOT;USD_CAP;A;2006;2409241459;
ZMB;GDP;TOT;USD_CAP;A;2007;2587959131;
ZMB;GDP;TOT;USD_CAP;A;2008;2742914739;
ZMB;GDP;TOT;USD_CAP;A;2009;2909724532;
ZMB;GDP;TOT;USD_CAP;A;2010;3136322797;
ZMB;GDP;TOT;USD_CAP;A;2011;3267408278;
ZMB;GDP;TOT;USD_CAP;A;2012;335773837;
ZMB;GDP;TOT;USD_CAP;A;2013;3506389931;
ZMB;GDP;TOT;USD_CAP;A;2014;3463409685;
ZMB;GDP;TOT;USD_CAP;A;2015;33525262;
ZMB;GDP;TOT;USD_CAP;A;2016;3322580089;
ZMB;GDP;TOT;USD_CAP;A;2017;3387885589;
ZMB;GDP;TOT;USD_CAP;A;2018;350779523;
ZMB;GDP;TOT;USD_CAP;A;2019;3514688008;
ZMB;GDP;TOT;USD_CAP;A;2020;3358004891;
HKG;GDP;TOT;USD_CAP;A;1994;2411671787;E
HKG;GDP;TOT;USD_CAP;A;1995;24711453103;E
HKG;GDP;TOT;USD_CAP;A;1996;25094142999;E
HKG;GDP;TOT;USD_CAP;A;1997;26609545342;E
HKG;GDP;TOT;USD_CAP;A;1998;25113207491;E
HKG;GDP;TOT;USD_CAP;A;1999;25860495382;E
HKG;GDP;TOT;USD_CAP;A;2000;28221041451;E
HKG;GDP;TOT;USD_CAP;A;2001;28806895743;E
HKG;GDP;TOT;USD_CAP;A;2002;29608235289;E
HKG;GDP;TOT;USD_CAP;A;2003;31175457689;E
HKG;GDP;TOT;USD_CAP;A;2004;34525573744;E
HKG;GDP;TOT;USD_CAP;A;2005;38076273563;E
HKG;GDP;TOT;USD_CAP;A;2006;41741946264;E
HKG;GDP;TOT;USD_CAP;A;2007;45252143133;E
HKG;GDP;TOT;USD_CAP;A;2008;46817148844;E
HKG;GDP;TOT;USD_CAP;A;2009;45859725397;E
HKG;GDP;TOT;USD_CAP;A;2010;49192011993;E
HKG;GDP;TOT;USD_CAP;A;2011;5227450957;E
HKG;GDP;TOT;USD_CAP;A;2012;52235322875;E
HKG;GDP;TOT;USD_CAP;A;2013;53691089574;E
HKG;GDP;TOT;USD_CAP;A;2014;54785436188;E
HKG;GDP;TOT;USD_CAP;A;2015;56411257311;E
HKG;GDP;TOT;USD_CAP;A;2016;57221970182;E
HKG;GDP;TOT;USD_CAP;A;2017;5984383188;E
HKG;GDP;TOT;USD_CAP;A;2018;6251060171;E
HKG;GDP;TOT;USD_CAP;A;2019;62102600449;E
HKG;GDP;TOT;USD_CAP;A;2020;58949465954;E
HKG;GDP;TOT;USD_CAP;A;2021;65892583581;E
MDG;GDP;TOT;USD_CAP;A;2007;1573482039;E
MDG;GDP;TOT;USD_CAP;A;2008;1668575651;E
MDG;GDP;TOT;USD_CAP;A;2009;1566416286;E
MDG;GDP;TOT;USD_CAP;A;2010;1551279644;E
MDG;GDP;TOT;USD_CAP;A;2011;1565877486;E
MDG;GDP;TOT;USD_CAP;A;2012;154890756;E
MDG;GDP;TOT;USD_CAP;A;2013;1553262396;E
MDG;GDP;TOT;USD_CAP;A;2014;1573215193;E
MDG;GDP;TOT;USD_CAP;A;2015;1562306683;E
MDG;GDP;TOT;USD_CAP;A;2016;1624146348;E
MDG;GDP;TOT;USD_CAP;A;2017;1601521574;E
MDG;GDP;TOT;USD_CAP;A;2018;1643791121;E
MDG;GDP;TOT;USD_CAP;A;2019;1702648643;E
MDG;GDP;TOT;USD_CAP;A;2020;156108077;E
MAR;GDP;TOT;USD_CAP;A;2007;6129855225;E
MAR;GDP;TOT;USD_CAP;A;2008;6545946239;E
MAR;GDP;TOT;USD_CAP;A;2009;679425685;E
MAR;GDP;TOT;USD_CAP;A;2010;7062748347;E
MAR;GDP;TOT;USD_CAP;A;2011;7508705687;E
MAR;GDP;TOT;USD_CAP;A;2012;7507265418;E
MAR;GDP;TOT;USD_CAP;A;2013;7773208344;E
MAR;GDP;TOT;USD_CAP;A;2014;7351113438;E
MAR;GDP;TOT;USD_CAP;A;2015;7905564398;E
MAR;GDP;TOT;USD_CAP;A;2016;7944172521;E
MAR;GDP;TOT;USD_CAP;A;2017;819346357;E
MAR;GDP;TOT;USD_CAP;A;2018;8543309967;E
MAR;GDP;TOT;USD_CAP;A;2019;8807802665;E
MAR;GDP;TOT;USD_CAP;A;2020;8051435771;E
MAR;GDP;TOT;USD_CAP;A;2021;9073558801;E
SGP;GDP;TOT;USD_CAP;A;1994;33055050536;
SGP;GDP;TOT;USD_CAP;A;1995;35092047065;
SGP;GDP;TOT;USD_CAP;A;1996;36866589154;
SGP;GDP;TOT;USD_CAP;A;1997;39283471775;
SGP;GDP;TOT;USD_CAP;A;1998;37559062322;
SGP;GDP;TOT;USD_CAP;A;1999;39940923608;
SGP;GDP;TOT;USD_CAP;A;2000;43774644559;
SGP;GDP;TOT;USD_CAP;A;2001;4310440774;
SGP;GDP;TOT;USD_CAP;A;2002;45079726605;
SGP;GDP;TOT;USD_CAP;A;2003;48772662308;
SGP;GDP;TOT;USD_CAP;A;2004;54372959205;
SGP;GDP;TOT;USD_CAP;A;2005;5881163315;
SGP;GDP;TOT;USD_CAP;A;2006;64059583262;
SGP;GDP;TOT;USD_CAP;A;2007;68787698418;
SGP;GDP;TOT;USD_CAP;A;2008;67723960047;
SGP;GDP;TOT;USD_CAP;A;2009;66206649365;
SGP;GDP;TOT;USD_CAP;A;2010;75385788553;
SGP;GDP;TOT;USD_CAP;A;2011;8004757357;
SGP;GDP;TOT;USD_CAP;A;2012;82071712428;
SGP;GDP;TOT;USD_CAP;A;2013;83004278288;
SGP;GDP;TOT;USD_CAP;A;2014;84418931597;
SGP;GDP;TOT;USD_CAP;A;2015;86974779015;
SGP;GDP;TOT;USD_CAP;A;2016;89421862189;
SGP;GDP;TOT;USD_CAP;A;2017;95354734241;
SGP;GDP;TOT;USD_CAP;A;2018;1,00409E+11;
SGP;GDP;TOT;USD_CAP;A;2019;1,02127E+11;
SGP;GDP;TOT;USD_CAP;A;2020;9814867364;
EU27_2020;GDP;TOT;USD_CAP;A;1995;17793699478;
EU27_2020;GDP;TOT;USD_CAP;A;1996;18390780937;
EU27_2020;GDP;TOT;USD_CAP;A;1997;19114458779;
EU27_2020;GDP;TOT;USD_CAP;A;1998;20021348838;
EU27_2020;GDP;TOT;USD_CAP;A;1999;20805543617;
EU27_2020;GDP;TOT;USD_CAP;A;2000;22121198892;
EU27_2020;GDP;TOT;USD_CAP;A;2001;23216885391;
EU27_2020;GDP;TOT;USD_CAP;A;2002;24244461427;
EU27_2020;GDP;TOT;USD_CAP;A;2003;24763292214;
EU27_2020;GDP;TOT;USD_CAP;A;2004;25925939888;
EU27_2020;GDP;TOT;USD_CAP;A;2005;26873616442;
EU27_2020;GDP;TOT;USD_CAP;A;2006;29187483332;
EU27_2020;GDP;TOT;USD_CAP;A;2007;31102376508;
EU27_2020;GDP;TOT;USD_CAP;A;2008;32557272591;
EU27_2020;GDP;TOT;USD_CAP;A;2009;31856598491;
EU27_2020;GDP;TOT;USD_CAP;A;2010;32905242675;
EU27_2020;GDP;TOT;USD_CAP;A;2011;34432577661;
EU27_2020;GDP;TOT;USD_CAP;A;2012;34902080387;
EU27_2020;GDP;TOT;USD_CAP;A;2013;36049418928;
EU27_2020;GDP;TOT;USD_CAP;A;2014;37092345359;
EU27_2020;GDP;TOT;USD_CAP;A;2015;38255272899;
EU27_2020;GDP;TOT;USD_CAP;A;2016;40582296848;
EU27_2020;GDP;TOT;USD_CAP;A;2017;42692233697;
EU27_2020;GDP;TOT;USD_CAP;A;2018;44673314217;
EU27_2020;GDP;TOT;USD_CAP;A;2019;47448464984;
EU27_2020;GDP;TOT;USD_CAP;A;2020;45843885145;
EU27_2020;GDP;TOT;USD_CAP;A;2021;4892905281;
EU27_2020;GDP;TOT;USD_CAP;A;2022;54293743107;
ALB;GDP;TOT;USD_CAP;A;1997;2726250752;
ALB;GDP;TOT;USD_CAP;A;1998;3030760984;
ALB;GDP;TOT;USD_CAP;A;1999;3482711947;
ALB;GDP;TOT;USD_CAP;A;2000;3874688609;
ALB;GDP;TOT;USD_CAP;A;2001;4300224528;
ALB;GDP;TOT;USD_CAP;A;2002;4661382534;
ALB;GDP;TOT;USD_CAP;A;2003;5000305612;
ALB;GDP;TOT;USD_CAP;A;2004;5427744811;
ALB;GDP;TOT;USD_CAP;A;2005;5865314976;
ALB;GDP;TOT;USD_CAP;A;2006;6565592175;
ALB;GDP;TOT;USD_CAP;A;2007;7284180954;
ALB;GDP;TOT;USD_CAP;A;2008;8228325708;D
ALB;GDP;TOT;USD_CAP;A;2009;8813479218;
ALB;GDP;TOT;USD_CAP;A;2010;9628640205;
ALB;GDP;TOT;USD_CAP;A;2011;1020777567;
ALB;GDP;TOT;USD_CAP;A;2012;1052626764;
ALB;GDP;TOT;USD_CAP;A;2013;10570992371;D
ALB;GDP;TOT;USD_CAP;A;2014;11259216046;
ALB;GDP;TOT;USD_CAP;A;2015;11658892144;
ALB;GDP;TOT;USD_CAP;A;2016;12078859197;
ALB;GDP;TOT;USD_CAP;A;2017;12770949362;
ALB;GDP;TOT;USD_CAP;A;2018;13498122566;
ALB;GDP;TOT;USD_CAP;A;2019;14407379403;
ALB;GDP;TOT;USD_CAP;A;2020;14033967211;P
SRB;GDP;TOT;USD_CAP;A;2000;601992131;
SRB;GDP;TOT;USD_CAP;A;2001;6483017098;
SRB;GDP;TOT;USD_CAP;A;2002;7221203572;
SRB;GDP;TOT;USD_CAP;A;2003;7646155052;
SRB;GDP;TOT;USD_CAP;A;2004;8487615536;
SRB;GDP;TOT;USD_CAP;A;2005;9181722952;
SRB;GDP;TOT;USD_CAP;A;2006;10207657854;
SRB;GDP;TOT;USD_CAP;A;2007;11237522567;
SRB;GDP;TOT;USD_CAP;A;2008;12632038403;
SRB;GDP;TOT;USD_CAP;A;2009;12534607113;
SRB;GDP;TOT;USD_CAP;A;2010;12798159892;
SRB;GDP;TOT;USD_CAP;A;2011;13742336799;
SRB;GDP;TOT;USD_CAP;A;2012;13929171684;
SRB;GDP;TOT;USD_CAP;A;2013;14624125863;
SRB;GDP;TOT;USD_CAP;A;2014;14657017285;
SRB;GDP;TOT;USD_CAP;A;2015;14928438393;
SRB;GDP;TOT;USD_CAP;A;2016;15858087991;
SRB;GDP;TOT;USD_CAP;A;2017;16610992477;
SRB;GDP;TOT;USD_CAP;A;2018;1771789125;
SRB;GDP;TOT;USD_CAP;A;2019;19404882561;
SRB;GDP;TOT;USD_CAP;A;2020;1954772567;
SRB;GDP;TOT;USD_CAP;A;2021;2158839529;P
GEO;GDP;TOT;USD_CAP;A;2010;7564881587;
GEO;GDP;TOT;USD_CAP;A;2011;8360306333;
GEO;GDP;TOT;USD_CAP;A;2012;9826064193;
GEO;GDP;TOT;USD_CAP;A;2013;10611756551;
GEO;GDP;TOT;USD_CAP;A;2014;11575584149;
GEO;GDP;TOT;USD_CAP;A;2015;1208917496;
GEO;GDP;TOT;USD_CAP;A;2016;12858489885;
GEO;GDP;TOT;USD_CAP;A;2017;13589730377;
GEO;GDP;TOT;USD_CAP;A;2018;1459390772;
GEO;GDP;TOT;USD_CAP;A;2019;15621873636;
GEO;GDP;TOT;USD_CAP;A;2020;14731202573;
CMR;GDP;TOT;USD_CAP;A;1994;1602389731;
CMR;GDP;TOT;USD_CAP;A;1995;1663270325;
CMR;GDP;TOT;USD_CAP;A;1996;1718243304;
CMR;GDP;TOT;USD_CAP;A;1997;1779495674;
CMR;GDP;TOT;USD_CAP;A;1998;1835924492;
CMR;GDP;TOT;USD_CAP;A;1999;1959116324;
CMR;GDP;TOT;USD_CAP;A;2000;2026513186;
CMR;GDP;TOT;USD_CAP;A;2001;2105454607;
CMR;GDP;TOT;USD_CAP;A;2002;2175411441;
CMR;GDP;TOT;USD_CAP;A;2003;2277633288;
CMR;GDP;TOT;USD_CAP;A;2004;2437192681;
CMR;GDP;TOT;USD_CAP;A;2005;2500943238;
CMR;GDP;TOT;USD_CAP;A;2006;2604220309;
CMR;GDP;TOT;USD_CAP;A;2007;2714963213;
CMR;GDP;TOT;USD_CAP;A;2008;2768524771;
CMR;GDP;TOT;USD_CAP;A;2009;2780579428;
CMR;GDP;TOT;USD_CAP;A;2010;2817138892;
CMR;GDP;TOT;USD_CAP;A;2011;2892502629;
CMR;GDP;TOT;USD_CAP;A;2012;2958729392;
CMR;GDP;TOT;USD_CAP;A;2013;312990117;
CMR;GDP;TOT;USD_CAP;A;2014;3312518595;
CMR;GDP;TOT;USD_CAP;A;2015;3395683762;
CMR;GDP;TOT;USD_CAP;A;2016;3527098888;
CMR;GDP;TOT;USD_CAP;A;2017;3665128295;
CMR;GDP;TOT;USD_CAP;A;2018;3800566288;
CMR;GDP;TOT;USD_CAP;A;2019;3900880855;
CMR;GDP;TOT;USD_CAP;A;2020;386120989;
SEN;GDP;TOT;USD_CAP;A;1999;2047950214;
SEN;GDP;TOT;USD_CAP;A;2000;2113408051;
SEN;GDP;TOT;USD_CAP;A;2001;2189144904;
SEN;GDP;TOT;USD_CAP;A;2002;2161086365;
SEN;GDP;TOT;USD_CAP;A;2003;226219838;
SEN;GDP;TOT;USD_CAP;A;2004;2364289458;
SEN;GDP;TOT;USD_CAP;A;2005;2471499943;
SEN;GDP;TOT;USD_CAP;A;2006;2528819331;
SEN;GDP;TOT;USD_CAP;A;2007;2588264709;
SEN;GDP;TOT;USD_CAP;A;2008;265631441;
SEN;GDP;TOT;USD_CAP;A;2009;2669497855;
SEN;GDP;TOT;USD_CAP;A;2010;2714467736;
SEN;GDP;TOT;USD_CAP;A;2011;2728699987;
SEN;GDP;TOT;USD_CAP;A;2012;2798104708;
SEN;GDP;TOT;USD_CAP;A;2013;2797721619;
SEN;GDP;TOT;USD_CAP;A;2014;2881298928;
SEN;GDP;TOT;USD_CAP;A;2015;3017267768;
SEN;GDP;TOT;USD_CAP;A;2016;3116185752;
SEN;GDP;TOT;USD_CAP;A;2017;3238212275;
SEN;GDP;TOT;USD_CAP;A;2018;3416171427;
SEN;GDP;TOT;USD_CAP;A;2019;3530096494;
SEN;GDP;TOT;USD_CAP;A;2020;3513149951;
