Country;Year;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;u_t;a_t;a_t+1;a_t+2;a_t+3;a_t+4;a_t+5;Tot;Tot;Tot;Tot;Tot;Tot ;Tot;Tot;Tot;Tot ;Tot;Tot;;;;;DB;IB;CB;TRB;NYC;DB;IB;CB;TRB;NYC;TB;CB;TRB;NYC;Direct ;Indirect;Consumption;Transfers;DB;IB;CB;TRB;;
AUS;1978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;Threshold:;0,25
AUS;1979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;DB;0
AUS;1980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;IB;1
AUS;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;CB;6
AUS;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;TRB;3
AUS;1983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;10
AUS;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0187;0;0,0187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15825;0;0,15825;0;0;0;0;0;0;0;0;0;0;0;0,09014;0;0,09014;0;0;0;0;0;0;0;0;0;0;0;0,26709;0;0,26709;0;0;0;0;0;0,26709;0;0;0;0;0,0374;0,3165;0;0,18028;0;0,53418;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0%;0%;7%;59%;0;0;0;0;;
AUS;1986;-0,10037;0;-0,58415;-0,48378;0;0;0;0;0;0;0;0;0;0;-0,14654;0;-0,63032;-0,48378;0;0;0;0,04617;0;0,04617;0;0;0;0;0,03192;0;0,03192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23426;0;0,23426;0;0;0;0;0,03714;0,0187;0,02903;-0,00811;0;0;0;0,00602;0;0,00471;-0,00131;0;0;0;0,09515;0;0,07438;-0,02077;0;0;0;0,18789;0,15825;0,14687;-0,04102;0;0;0;0;0;0;0;0;0;0;0,04617;0,09014;0,03609;-0,01008;0;0;0;0,16581;0;-0,31797;-0,48378;0;0;0;0,37237;0,26709;0,29108;-0,08129;0;0;0;0,16581;0,63946;-1,1683;0,06384;0;0,46852;0,23494;0,45199;0;0,16232;-0,63594;0,84925;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;-548%;30%;110%;212%;0;0;0;0;;
AUS;1987;0;-0,58415;-0,48378;0;0;0;0;0;0;0;0;0;0;0;0;-0,63032;-0,48378;0;0;0;0;0;0,04617;0;0;0;0;0;0;0,03192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23426;0;0;0;0;0;0,06457;0,02903;0,05646;0;0;0;0;0;0,00471;-0,00131;0;0;0;0;0,1688;0,07438;0,14802;0;0;0;0;0,04612;0,14687;0,0051;0;0;0;0;0;0;0;0;0;0;0;0,11991;0,03609;0,10983;0;0;0;0;0;-0,31797;-0,48378;0;0;0;0;0,3994;0,29108;0,3181;0;0;0;0;-0,31797;0,69048;-1,06793;0,03192;0;0,23426;0,54466;0,19809;0;0,26583;-0,80175;1,00858;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;-516%;15%;263%;96%;0;0;0;0;;
AUS;1988;0;-0,48378;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,48378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05646;0;0;0;0;0;0;-0,00131;0;0;0;0;0;0;0,14802;0;0;0;0;0;0;0,0051;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10983;0;0;0;0;0;0;-0,48378;0;0;0;0;0;0;0,3181;0;0;0;0;0;-0,48378;0,3181;-0,48378;0;0;0;0,20317;0,0051;0;0,10983;-0,48378;0,3181;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;292%;0%;-123%;-3%;0;0;0;0;;
AUS;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;1993;0;0;0,13887;0,13887;0;0;0;0;0;0;0;0;0;0;0;0;0,13887;0,13887;0;0;0;0;0;0;0;0;0;0;0;0;0,1273;0,1273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26617;0,26617;0;0;0;0;0;0;0;0;0;0;0;0;0,27774;0,2546;0;0;0;0;0;0;0,53234;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;52%;48%;0%;0%;0;0;0;0;;
AUS;1994;0;0,13887;0,13887;0;0;0;0;0;0;0;0;0;0;0;0;0,13887;0,13887;0;0;0;0;0;0;0;0;0;0;0;0;0,1273;0,1273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26617;0,26617;0;0;0;0;0;0;0;0;0;0;0;0,26617;0;0,27774;0,2546;0;0;0;0;0;0;0,53234;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;52%;48%;0%;0%;0;0;0;0;;
AUS;1995;0,24559;0,13887;0,24559;0;0;0;0;0;0;0;0;0;0;0;0;0,13887;0;0;0;0;0;0,24559;0;0,24559;0;0;0;0;0;0,1273;0;0;0;0;0;0,24559;0;0,24559;0;0;0;0;0,24559;0;0,24559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49118;0,26617;0,49118;0;0;0;0;0;0;0;0;0;0;0;0,75735;0;0,63005;0,1273;0,49118;0;0;0;0;0;1,24853;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;50%;10%;0%;0%;0;0;0;0;;
AUS;1996;-0,01845;0,24559;0,07399;0,08356;-0,00888;0;0;0;0;0;0;0;0;0;-0,02421;0;0,0039;0,02782;-0,00029;0;0;0,00576;0,24559;0,07009;0,05574;-0,00859;0;0;0,03055;0;0,03358;0,00547;0,00244;0;0;0;0,24559;0;0;0;0;0;0;0,24559;0;0;0;0;0;0,07018;0;0,09332;0,03495;0,01181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07399;0;0,094;-0,0407;-0,06071;0;0;0;0;0;0;0;0;0;0,23612;0;0,46044;0,25096;0,02665;0;0;0,08228;0,49118;0,20089;0,12398;0,00537;0;0;0,31011;0;0,55444;0,21026;-0,03406;0;0;0,57346;0,31011;0,37581;0,07204;0,24559;0,21026;0;0,06658;0;0,97417;0,9037;1,04075;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;19%;4%;0%;3%;0;0;0;1;;
AUS;1997;-0,00267;0,07399;0,12762;0,06821;0,11278;0,08242;0;0;0;0;0;0;0;0;0,00009;0,0039;0,09488;0,09565;0,1114;0,08242;0;-0,00276;0,07009;0,03274;-0,02745;0,00138;0;0;0;0,03358;0,00547;0,00244;0;0;0;0,00184;0;0,02668;0,02346;-0,00506;-0,00368;0;0,00184;0;0,02668;0,02346;-0,00506;-0,00368;0;-0,00405;0,09332;0,07128;0,0188;-0,03689;-0,0035;0;0,00432;0;0,00828;0,00469;0,00405;0,00331;0;0;0;0;0;0;0;0;-0,0149;0;-0,02438;-0,01021;0,00092;0,00166;0;0,01453;0,094;-0,03748;-0,08555;-0,03956;-0,02603;0;0;0;0;0;0;0;0;-0,02153;0,46044;0,23735;0,03263;-0,01619;-0,01426;0;-0,00488;0,20089;0,23105;0,11291;0,07083;0,07524;0;-0,01758;0,55444;0,18377;-0,05844;-0,05078;-0,03532;0;0,19601;0,53686;0,46235;0,04149;0,04324;0,13896;-0,02226;-0,08009;0;0,67844;0,68604;0,57609;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;37%;3%;-2%;-6%;0;0;0;0;;
AUS;1998;0;0,12762;0,06821;0,11278;0,08242;0;0;0;0;0;0;0;0;0;0;0,09488;0,09565;0,1114;0,08242;0;0;0;0,03274;-0,02745;0,00138;0;0;0;0;0,00547;0,00244;0;0;0;0;0;0,02668;0,02346;-0,00506;-0,00368;0;0;0;0,02668;0,02346;-0,00506;-0,00368;0;0;0;0,07128;0,0188;-0,03689;-0,0035;0;0;0;0,00828;0,00469;0,00405;0,00331;0;0;0;0;0;0;0;0;0;0;-0,02438;-0,01021;0,00092;0,00166;0;0;0;-0,03748;-0,08555;-0,03956;-0,02603;0;0;0;0;0;0;0;0;0;0;0,23735;0,03263;-0,01619;-0,01426;0;0;0;0,23105;0,11291;0,07083;0,07524;0;0;0;0,18377;-0,05844;-0,05078;-0,03532;0;0;0,23105;0,18377;0,39103;0,00791;0,0414;0,04969;-0,01168;-0,18862;0;0,23953;0,49003;0,03923;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;74%;1%;-2%;-36%;0;0;0;0;;
AUS;1999;0;0,06821;0,11278;0,08242;0;0;0;0;0;0;0;0;0;0;0;0,09565;0,1114;0,08242;0;0;0;0;-0,02745;0,00138;0;0;0;0;0;0,00244;0;0;0;0;0;0;0,02346;-0,00506;-0,00368;0;0;0;0;0,02346;-0,00506;-0,00368;0;0;0;0;0,0188;-0,03689;-0,0035;0;0;0;0;0,00469;0,00405;0,00331;0;0;0;0;0;0;0;0;0;0;0;-0,01021;0,00092;0,00166;0;0;0;0;-0,08555;-0,03956;-0,02603;0;0;0;0;0;0;0;0;0;0;0;0,03263;-0,01619;-0,01426;0;0;0;0;0,11291;0,07083;0,07524;0;0;0;0;-0,05844;-0,05078;-0,03532;0;0;0;0,11291;-0,05844;0,26341;0,00244;0,01472;-0,02159;0,00442;-0,15114;0;0,00218;0,25898;-0,14454;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;230%;2%;4%;-132%;0;0;0;0;;
AUS;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUS;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
AUT;1978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0%;0%;0%;0;0;0;0;;
