Country;Year;GDP_scale;esi_con;esi_ind;ggfl;gdptr;gdp;gdpv;r_sh;r_lo;pfce;gfcf;popt;fbgsd;NE;itv;fddv;ipv;cpv;utr;totmk;neer;hfce;pfce_new;yrg;oco;sspg;cgv;igv;ggdeficit;CPI;CC;IC;SMC;BC;rec_index;EPL;PMR;imf_dir_ut;imf_dir_at;imf_dir_at1;imf_dir_at2;imf_dir_at3;imf_dir_at4;imf_dir_at5;imf_ind_ut;imf_ind_at;imf_ind_at1;imf_ind_at2;imf_ind_at3;imf_ind_at4;imf_ind_at5;imf_tnyc_ut;imf_tnyc_at;imf_tnyc_at1;imf_tnyc_at2;imf_tnyc_at3;imf_tnyc_at4;imf_tnyc_at5;imf_toth_ut;imf_toth_at;imf_toth_at1;imf_toth_at2;imf_toth_at3;imf_toth_at4;imf_toth_at5;imf_con_ut;imf_con_at;imf_con_at1;imf_con_at2;imf_con_at3;imf_con_at4;imf_con_at5;imf_tra_ut;imf_tra_at;imf_tra_at1;imf_tra_at2;imf_tra_at3;imf_tra_at4;imf_tra_at5;imf_snyc_ut;imf_snyc_at;imf_snyc_at1;imf_snyc_at2;imf_snyc_at3;imf_snyc_at4;imf_snyc_at5;imf_soth_ut;imf_soth_at;imf_soth_at1;imf_soth_at2;imf_soth_at3;imf_soth_at4;imf_soth_at5;IMF_TAX_UT;IMF_TAX_ATT;IMF_TAX_ATT1;IMF_TAX_ATT2;IMF_TAX_ATT3;IMF_TAX_ATT4;IMF_TAX_ATT5;IMF_SPND_UT;IMF_SPND_ATT;IMF_SPND_ATT1;IMF_SPND_ATT2;IMF_SPND_ATT3;IMF_SPND_ATT4;IMF_SPND_ATT5;IMF_TAX_TOT;IMF_SPND_TOT;IMF_plan;IMF_DB;IMF_IB;IMF_CB;IMF_TRB;IMF_NYC;IMF_EB;IMF_TB;debti;debta;debt_new;sfa_a_value;netint;deficit;primary_def;dis;receipts;cap_transf_paid;gov_cons_fixedcap;captrans_gdp;govconscap_gdp;oecd_exp_resid;currentdisb;currentdisb_gdp;igaa;cgaa;cost of debt
AUT;2010;293,862737;100,844;100,309;2,66891E+11;2,98384E+11;2,93863E+11;2,93863E+11;0,811;3,225;156,8999939;57,5;8361069;15908893607;11697025000;63508566000;2,82166E+11;54150270000;1,58606E+11;4,864;2198,42;100;1,7993E+11;1,58866E+11;1,41787E+11;24600290000;57073130000;60050844000;9475740000;-4,459371111;100;0;0;0;1;0;1,840774;1,656095229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82,39;82,39;82,4176655;1,4;2,168237457;4,440357932;2,272120476;52,82885541;48,38849747;3882590000;7998680000;1,321225699;2,721910264;-1,400684565;1,42292E+11;48,42138934;9613430000;60636760000;2,724606986
AUT;2011;308,684861;100,471;100,73;2,83847E+11;3,07621E+11;3,08685E+11;3,03203E+11;1,391;3,319;158,6640778;61,47144318;8388534;12937193681;14944698995;67795974000;2,88258E+11;58845828041;1,60245E+11;4,603;1559,69;100,028;1,82267E+11;1,65323E+11;1,48315E+11;25117210000;57643390000;60214593000;9008868345;-2,561641661;103,2669389;NA;NA;NA;NA;1;1,840774;1,651756945;0,21439;0;0,10209;0,03403;0,07486;0;0;0,18886;0;0,09732;0,02722;0,01701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11026;0;0,10039;0,01872;0,02144;0;0;0,19193;0;0,0701;0,0456;0,04832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,40325;0;0,19941;0,06125;0,09187;0;0;0,30219;0;0,17049;0,06432;0,06976;0;0;0,75578;0,60676;1;1;0;0;0;0;0;1;82,19;82,19;82,17814733;2,94;2,133325813;2,554009815;0,420684002;50,90595058;48,35194076;3530900000;8222630000;1,143852662;2,663761991;-1,519909329;1,44514E+11;46,81615403;9388010000;61704960000;2,588432711
AUT;2012;317,459389;99,374;100,026;3,06829E+11;3,1697E+11;3,17459E+11;3,06234E+11;0,573;2,365;159,5845184;62,13409042;8426311;13456356360;16514575215;68172700000;2,8972E+11;60007891497;1,61139E+11;4,92;1953,88;98,605;1,83298E+11;1,70292E+11;1,5451E+11;25938030000;59727480000;60403881000;8703858700;-2,179444124;105,8338195;NA;NA;NA;NA;1;1,840774;1,596772824;0,34274;0,10209;0,21058;-0,18916;0,0162;0,08099;0;0,01296;0,09732;0,13413;0,21463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02397;0,10039;-0,05677;0,06841;0,07645;0,00583;0;0,11727;0,0701;0,43726;0,32077;0,36769;0,18563;0;0;0;0;0;0;0;0;0,02754;0;-0,04957;0,21446;0,06382;0,15777;0;0,3557;0,19941;0,34471;0,02547;0,0162;0,08099;0;0,16878;0,17049;0,33092;0,60364;0,50796;0,34923;0;1,02248;2,13102;1;0;0;0;1;0;1;0;81,62;82,02;81,62204655;-0,63;2,174209472;2,189236443;0,015026972;51,21719836;49,02796191;4556380000;8466940000;1,435263898;2,6670939;-1,231830003;1,491E+11;46,96650821;9357870000;63286700000;2,645727048
AUT;2013;322,560137;99,671;99,982;3,06735E+11;3,25153E+11;3,2256E+11;3,0657E+11;0,221;2,007;NA;NA;8468570;NA;17905305956;67228342000;2,88665E+11;61173666259;1,60767E+11;5,384;2095,43;100,4;1,83419E+11;1,73816E+11;1,5905E+11;26832770000;61961750000;60666145000;9064288981;-1,284811582;107,9506626;NA;NA;NA;NA;0;1,840774;1,548217263;0;0,21058;-0,18916;0,0162;0,08099;0;0;0;0,13413;0,21463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,05677;0,06841;0,07645;0,00583;0;0;0;0,43726;0,32077;0,36769;0,18563;0;0;0;0;0;0;0;0;0;0;-0,04957;0,21446;0,06382;0,15777;0;0;0;0,34471;0,02547;0,0162;0,08099;0;0;0;0,33092;0,60364;0,50796;0,34923;0;0;0,46737;1,79175;0;0;0;0;1;0;1;0;80,80;81,32;80,98462784;-2,2;2,122292575;1,950200363;-0,172092212;51,65084439;49,70064402;4502960000;8604490000;1,396006352;2,667561491;-1,271555139;1,53114E+11;47,46845082;9851450000;64509770000;2,600146241
AUT;2014;329,164738;99,328;100,363;3,17137E+11;3,34334E+11;3,29165E+11;3,07767E+11;0,21;1,488;NA;NA;8502960;NA;18005591138;67467727000;2,89761E+11;60706366997;1,61035E+11;5,675;1907,59;101,956;1,83507E+11;1,77075E+11;1,63981E+11;27357670000;63890710000;61264489000;8764929744;-2,404962952;109,6841403;NA;NA;NA;NA;0;NA;NA;0,10107;-0,18916;0,05588;0,04038;0,01364;-0,05146;0;-0,04619;0,21463;0,0558;0,18911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12184;0,06841;0,01104;0,00273;0;0;0;-0,08092;0,32077;0,31499;0,10812;0,00899;-0,01736;0;0;0;0;0;0;0;0;0;0,21446;0,06382;0,15777;0;0;0;0,05488;0,02547;0,11168;0,22949;0,01364;-0,05146;0;0,04092;0,60364;0,38985;0,26862;0,00899;-0,01736;0;0,3837;1,29466;1;0;0;0;1;0;1;0;84,25;84,41;83,75852768;7,56;2,007111565;2,68334511;0,676233545;52,29418411;49,610839;8161310000;8755860000;2,479399844;2,660023687;-0,180623843;1,5693E+11;47,675292;9850160000;65972390000;2,47838586
BEL;1978;3200,877187;100,028;NA;57039990953;NA;79347672820;2,01721E+11;7,129;8,928;122,6488876;41,89530182;9839533;-1112328103;-13931014261;44553992675;2,15652E+11;35618375087;1,14549E+11;6,082;106;79,012;1,21142E+11;46851876182;36963690000;6504433904;12448572411;57129961822;8935617589;-7,687182419;38,2429318;0;0;0;0;0;NA;5,359678575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45,97;NA;64,80766254;NA;4,258627334;8,17833636;3,919709027;55,07753646;46,8992001;1018405134;2192980562;1,283471964;2,763761664;-1,4802897;37187558116;46,86660213;3951997374;18234561064;5,084410449
BEL;1979;3423,39532;99,841;NA;63762377107;NA;84863753252;2,06443E+11;11,013;9,693;127,4978409;41,39822006;9848382;-2481904544;-14726807197;43341539446;2,2117E+11;33675770291;1,20427E+11;6,338;125,36;79,79;1,27358E+11;50999134852;39906190906;6845660754;13660586344;58547315563;9665769155;-9,436072953;39,95204065;0;0;0;0;0;NA;5,359678575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,43;NA;68,83124054;NA;4,881974809;9,998502477;5,116527669;57,37375687;47,37525439;1973694352;2392981026;2,325721261;2,819791647;-0,494070387;40175073918;47,34067535;4373682729;19668838104;7,533020969
BEL;1980;3723,080672;98,674;NA;77525216279;NA;92292759080;2,15691E+11;14,029;11,9;115,8593826;48,17368317;9859242;-4197047051;-15988790461;48798305755;2,3168E+11;37721718605;1,23283E+11;6,69;113,31;79,338;1,26323E+11;49356000000;42306152299;7095698199;14930012492;59681141882;11076587150;-10,67381733;42,60924097;0;0;1;0;1;NA;5,359678575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;74,25052944;NA;5,588873058;11,13184567;5,542972615;57,28203287;46,15018719;1115047867;2601198871;1,208163975;2,818421398;-1,610257423;43635977918;47,2799582;5047594537;21610281227;8,11967504
BEL;1981;3903,484798;98,029;NA;94827912605;NA;96764860559;2,15089E+11;15,271;13,437;115,9758224;40,71675491;9858981;-2680322455;-9075099678;41218053501;2,24164E+11;30445629136;1,22921E+11;8,584;124,08;75,647;1,26851E+11;53233000000;44944145181;7670319054;16791068101;61552879752;10772424365;-16,44968985;45,85959085;0;0;1;0;1;NA;5,359678575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;86,71227002;NA;7,261994083;16,94952263;9,687528548;63,71590768;46,76638505;3716526205;2889469917;3,840780821;2,98607356;0,854707261;47920227526;49,52234442;5348255336;23458859004;9,780393672
BEL;1982;4223,978338;98,015;NA;1,14023E+11;NA;1,0471E+11;2,16368E+11;13,971;13,428;117,0842361;38,15428925;9856303;-2015092153;-7781430104;39569331361;2,2415E+11;29737270849;1,25166E+11;10,074;149,57;68,811;1,29944E+11;58425000000;49988508720;7641776448;18377875238;61135938143;9832060512;-12,69680319;49,86123027;1;0;0;0;1;NA;5,359678575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,40989;0;0;0;0;0;0;1,15538;0;0;0;0;0;0;0;0;0;0;0;0;0;0,20238;0;0;0;0;0;0;0;0;0;0;0;0;0;1,76765;0;0;0;0;0;0;0;1,76765;1;0;0;0;1;0;1;0;98,79;NA;96,3301827;NA;8,209882034;13,0619383;4,852056268;61,07007549;48,00813719;1681066010;3223201638;1,605454131;3,078226765;-1,472772634;50788453553;48,50406355;5382711162;24768824789;9,46795884
BEL;1983;4474,975383;98,052;NA;1,33605E+11;NA;1,10932E+11;2,17043E+11;10,4;11,941;116,3146896;34,64619064;9855520;77715987,13;-3926541272;37467314282;2,2097E+11;28514520422;1,2407E+11;10,75;214,54;67,225;1,29749E+11;62461000000;53308970389;8614249892;20099459264;61518384583;8952793861;-14,75649874;53,68228083;0;0;0;0;0;NA;5,323964289;0,14205;0;0;0;0;0;0;0,47349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32276;0;0;0;0;0;0;0,64552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,61554;0;0;0;0;0;0;0,96828;0;0;0;0;0;0;0,61554;0,96828;1;0;0;0;1;0;1;0;109,36;NA;106,6305544;NA;8,636164294;15,26108473;6,624920433;63,55817159;48,29708686;4341047516;3429298868;3,913260022;3,091359428;0,821900594;54251127975;48,90496349;5045019546;25537444155;8,96516964
BEL;1984;4834,729381;98,077;NA;1,49627E+11;NA;1,1985E+11;2,22396E+11;11,421;12,243;115,9299469;34,53764725;9855372;252660651,6;-490062262,7;38344882228;2,22886E+11;30744526741;1,24876E+11;10,8;283,7;66,484;1,30228E+11;66196000000;58210505078;9398595904;20951253110;61656365259;7600355487;-10,1714248;57,08977295;0;0;0;0;1;NA;5,323964289;0,29944;0;0,81788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16089;0;0,33743;0;0;0;0;0,27933;0;0,69721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,29944;0;0,81788;0;0;0;0;0,44022;0;1,03464;0;0;0;0;1,11732;1,47486;1;0;0;0;1;0;1;0;113,65;NA;110,8112388;NA;8,764144702;10,65537611;1,89123141;59,4650754;48,80969929;1946805396;3620684335;1,624370855;3,021017982;-1,396647127;57168765024;47,70033816;4446395557;26818943854;8,219168276
BEL;1985;5142,023647;98,428;99,527;1,65686E+11;1,30436E+11;1,27467E+11;2,2607E+11;9,517;10,968;119,1250458;35,88314819;9858308;706958736,9;-2789951477;40057176219;2,2886E+11;32715089281;1,27365E+11;10,117;369,37;67,561;1,33755E+11;71356000000;61773680358;9239941439;21795515881;63451613842;7342086938;-10,09199331;59,86871838;0;0;0;0;1;3,235119;5,323964289;0;0,81788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,33743;0;0;0;0;0;0;0,69721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,81788;0;0;0;0;0;0;1,03464;0;0;0;0;0;0,81788;1,03464;0;0;0;0;1;0;1;0;118,38;NA;115,4276907;NA;9,710985888;10,45280466;0,741818775;59,13285745;48,68005279;1766008108;3903653844;1,385458243;3,062471441;-1,677013198;59791780152;46,90749397;4439161059;28756355450;8,763538785
BEL;1986;5382,182951;99,534;99,556;1,81071E+11;1,36397E+11;1,33421E+11;2,3019E+11;8,083;8,626;121,4060593;36,81685257;9861823;2554951224;-3405137446;41285771343;2,33596E+11;34321024296;1,29971E+11;10,058;508,83;71,851;1,37391E+11;73572000000;63624122771;9044676484;22510035081;64276498320;6964747046;-9,906737637;60,64431844;0;0;0;0;1;3,235119;5,323964289;0;0;0,10891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34228;0;0;0;0;0;0;1,64138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10891;0;0;0;0;0;0;1,98366;0;0;0;0;0,10891;1,98366;1;0;0;0;1;0;1;0;123,62;NA;120,5343583;NA;10,01021561;10,3124508;0,302235189;58,22551625;47,91306545;1713930895;3978538047;1,284605178;2,981946701;-1,697341523;61589727746;46,16200306;4208760716;30035050924;8,672282665
BEL;1987;5599,064302;99,83;99,415;1,9537E+11;1,41614E+11;1,38797E+11;2,355E+11;7,054;8,184;123,5258255;38,57303619;9870233;2495062475;-4810703950;43328362561;2,40311E+11;36916853262;1,32908E+11;9,816;460,96;75,014;1,39776E+11;76092000000;66484904326;8706843604;22925822682;65996757404;6411509299;-7,782534416;61,58702401;0;0;0;0;0;3,235119;5,216821432;0;0,10891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34228;0;0;0;0;0;0;1,64138;0;0;0;0;0;0,2787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10891;0;0;0;0;0;0,2787;1,98366;0;0;0;0;0;0,10891;2,26236;1;0;0;0;1;0;1;0;128,14;NA;124,9418992;NA;9,637716215;8,116404907;-1,521311309;56,25772665;48,14132174;1839989964;3972176203;1,325668132;2,861856592;-1,536188459;62433853478;44,98207682;3844093009;30801221418;7,995824884
BEL;1988;5990,698973;100,429;100,61;2,09339E+11;1,48007E+11;1,48506E+11;2,46623E+11;6,729;8,008;127,6627808;45,00799561;9901664;3684899571;-5326615639;50268750312;2,5195E+11;43361695204;1,3721E+11;8,826;739,8;74,761;1,44413E+11;79534000000;69277036329;9783359202;23560712610;65540821256;6907055108;-7,268733891;62,30269657;0;0;0;0;0;3,235119;5,216821432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128,59;NA;125,3848097;NA;9,497191972;7,615697236;-1,881494736;54,49655323;46,88085599;1908066157;4060976939;1,284845029;2,734562433;-1,449717404;64194979891;43,22732758;4262099806;30850943991;7,601286705
BEL;1989;6495,898;101,195;101,164;2,21455E+11;1,58897E+11;1,61029E+11;2,55179E+11;8,8;8,587;132,8720856;51,31627655;9937697;3346961780;-9157552278;56176786480;2,64337E+11;50744829786;1,42274E+11;7,391;862,6;74,995;1,4919E+11;85304000000;72208302339;9526785697;24586049123;66320712035;5431956694;-7,43766168;64,23747577;0;0;0;0;0;3,235119;5,216821432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;122,2156299;NA;10,79872837;7,664390846;-3,134337527;52,73161967;45,06722882;1507232676;3905244305;0,936000156;2,425179163;-1,489179007;65827135884;40,8790298;3459315852;31714345264;8,612469406
BEL;1990;6888,123054;101,157;100,743;2,42079E+11;1,67544E+11;1,70752E+11;2,63185E+11;9,633;10,062;136,1809082;55,24702835;9967378;3240233240;-10588513802;60997191195;2,73774E+11;55897968889;1,46466E+11;6,55;678,01;80,143;1,53926E+11;90424000000;77908186854;9728474820;25839259854;66064247952;5099222306;-6,619040892;66,45548212;0;0;1;0;1;3,235119;4,931107146;0,32328;0;0;0;0;0;0;0,06158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38486;0;0;0;0;0;0;0,09237;0;0;0;0;0;0;0,38486;0,09237;1;1;0;0;0;0;0;1;125,56;NA;125,9852743;NA;11,16730144;6,82769448;-4,339606962;52,70231819;45,87462371;1657666029;3919823530;0,97080266;2,295622305;-1,324819645;68859263082;40,32703488;3374954258;33291577481;9,137375844
BEL;1991;7216,165059;100,435;99,343;2,56815E+11;1,76469E+11;1,78884E+11;2,68009E+11;9,383;9,311;139,6150055;52,31059265;10004490;3585886506;-9374900414;58469519113;2,77384E+11;52992840898;1,50652E+11;6,442;753,71;80,924;1,58575E+11;95776000000;82681290499;10363334079;27901823665;68471410838;5476678215;-7,296073018;68,5877408;0;0;0;0;1;3,235119;4,82991667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126,93;NA;127,4260631;NA;10,76335912;7,354496238;-3,408862877;53,85540988;46,50091364;1833976925;4154549058;1,025232172;2,322481431;-1,297249259;74751713496;41,78780034;3800072933;36486605067;8,54334697
BEL;1992;7577,521525;99,601;98,688;2,89202E+11;1,86655E+11;1,87842E+11;2,72112E+11;9,371;8,659;141,5867462;52,97434998;10045160;5758882152;-10312539683;59103855627;2,82424E+11;53307488696;1,54016E+11;7,092;752,74;83,452;1,61601E+11;99394000000;86010835973;10713792236;29497820376;69500266751;5796366932;-8,023643502;70,25436366;0;0;0;0;1;3,235119;4,82991667;0,55431;0;0,3118;0;0;0;0;0;0;0,10393;0;0;0;0;0,47116;0;-0,36723;0;0;0;0;0;0;0;0;0;0;0;0,37416;0;0,11317;0;0;0;0;0,45038;0;0,30603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,02547;0;0,0485;0;0;0;0;0,82454;0;0,4192;0;0;0;0;1,07397;1,24374;1;0;0;0;1;0;1;0;128,51;NA;130,2172248;NA;10,48622737;8,066910707;-2,419316659;54,12188225;46,05497154;2170707115;4304450001;1,155603553;2,291528728;-1,135925175;79144437530;42,13354835;4187547699;38932875124;8,229264176
BEL;1993;7804,312874;98,328;97,72;3,06839E+11;1,98169E+11;1,93464E+11;2,69494E+11;8,224;7,217;140,5388031;51,17593765;10084470;7111199160;-9110667048;57615445112;2,78605E+11;51164331595;1,51959E+11;8,627;1012,19;85,311;1,60877E+11;1,01469E+11;91879220337;11174404406;30970718227;69380283554;6451113518;-7,413658802;72,18914286;0;0;0;0;0;3,235119;4,63944048;0,13065;0,3118;0,30485;0;0;0;0;0;0,10393;0;0;0;0;0;0,26526;-0,36723;0,24942;0;0;0;0;0;0;0;0;0;0;0;0;0,11317;0;0;0;0;0;0,09502;0,30603;0,22171;0;0;0;0;0,02375;0;0,05543;0;0;0;0;0;0;0;0;0;0;0;0,39591;0,0485;0,55427;0;0;0;0;0,11877;0,4192;0,27714;0;0;0;0;0,99868;0,81511;1;1;0;0;0;0;0;1;134,07;NA;134,318186;NA;10,38804913;7,451771598;-2,936277536;55,26663955;47,81486795;2750535885;4445868487;1,421731091;2,298035625;-0,876304535;82827697889;42,81300742;4884389184;40682626551;7,977476983
BEL;1994;8224,876304;99,937;100,375;3,16648E+11;2,06482E+11;2,03889E+11;2,78191E+11;5,695;7,703;143,7711945;51,40855408;10115600;8847001130;-4035212855;57836564594;2,82226E+11;51237049313;1,54427E+11;9,758;976,61;89,038;1,6473E+11;1,06247E+11;96775606306;11433042845;31969836534;70344648498;6599515281;-5,084678137;73,90565527;0;0;0;0;0;3,235119;4,63944048;0;0,30485;0;0;0;0;0;0;0;0;0;0;0;0;0;0,24942;0;0;0;0;0;0;0;0;0;0;0;0;0,3844;0;0;0;0;0;0;0;0,22171;0;0;0;0;0;0;0,05543;0;0;0;0;0;0;0;0;0;0;0;0;0;0,55427;0;0;0;0;0;0,3844;0,27714;0;0;0;0;0;0,55427;0,66154;1;0;0;1;0;0;1;0;132,07;NA;132,5369424;NA;8,897346724;5,077847578;-3,819499146;52,87840404;47,80055646;2504323409;4649182411;1,228275686;2,280247709;-1,051972023;86168271908;42,2622705;4994010210;42765438693;6,624081955
BEL;1995;8523,82087;100,077;100,035;3,21953E+11;2,13509E+11;2,113E+11;2,84825E+11;4,783;7,378;149,6599274;55,18803787;10136810;11026766527;-1787409088;59799000000;2,86612E+11;53394400000;1,55755E+11;9,692;1113,45;94,031;1,67326E+11;1,12245E+11;1,00536E+11;11774700000;32940300000;71405000000;6404600000;-4,445338381;74,98971367;0;0;0;0;1;3,235119;4,118637494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130,18;130,54;130,546367;NA;8,30735135;4,445778066;-3,861573284;52,38525477;47,93947671;2345300000;4718500000;1,109938476;2,233080928;-1,123142451;89433800000;42,32550876;4856800000;44717100000;6,267951563
BEL;1996;8693,28879;99,65;98,987;3,22284E+11;2,1931E+11;2,15501E+11;2,89223E+11;3,217;6,298;150,6547852;55,43385315;10156640;8747265026;-2752614092;60915000000;2,91976E+11;54800400000;1,59064E+11;9,551;1400,9;92,508;1,71017E+11;1,15251E+11;1,04257E+11;12657600000;33901700000;72292000000;6114600000;-3,951072153;76,53369138;0;0;0;0;1;3,235119;3,968923205;0,49657;0;-0,15517;0;0;0;0;0,24828;0;-0,07759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,46552;0;-0,23276;0;0;0;0;0;0;0;0;0;0;0;0,74485;0;-0,23276;0;0;0;0;0,46552;0;-0,23276;0;0;0;0;0,51209;0,23276;1;1;0;0;0;0;0;1;127,48;127,97;127,9755675;-8,39;7,923153868;3,931406237;-3,991747631;52,66720077;48,73579453;2527000000;4823900000;1,172616368;2,23845829;-1,065841922;92998700000;43,15464893;4655600000;46438000000;6,069225862
BEL;1997;9089,789667;99,724;100,77;3,23901E+11;2,26237E+11;2,2533E+11;3,00052E+11;3,437;5,587;153,4139099;58,24924469;10181250;9486318785;851383966,9;64730000000;2,99201E+11;58231700001;1,61773E+11;9,225;1873,16;88,636;1,74074E+11;1,19356E+11;1,09634E+11;12714600000;34949200000;72760000000;6498299999;-2,303199751;77,77924606;0;0;0;0;0;3,235119;3,930923201;0;-0,15517;0;0;0;0;0;0;-0,07759;0;0;0;0;0;0,3796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26457;0;0;0;0;0;0;0,19555;-0,23276;0;0;0;0;0;0;0;0;0;0;0;0;0,3796;-0,23276;0;0;0;0;0;0,46012;-0,23276;0;0;0;0;0;0,14684;0,22736;1;0;0;0;1;0;1;0;122,67;123,21;123,2071656;-2,74;7,248423428;2,124975107;-5,123448322;51,23731551;49,11234041;3191500000;4917500000;1,416367106;2,182354769;-0,765987663;95019100000;42,16886344;4972200000;47353500000;5,663911924
BEL;1998;9430,863522;101,265;100,22;3,23123E+11;2,35639E+11;2,33785E+11;3,06075E+11;3,558;4,695;155,8561859;59,16444778;10203010;9721057258;-831623633,6;66877000000;3,06907E+11;60392400000;1,66037E+11;9,341;2831,97;91,374;1,78809E+11;1,22347E+11;1,15274E+11;13474600000;35643200000;73964000000;6484600000;-0,986846889;78,52160431;0;0;0;0;1;2,110119;3,605542262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117,40;118,20;118,198295;-3,47;6,93835079;0,94798028;-5,990370509;50,56045512;49,61247484;3197600000;5073900000;1,367752422;2,170327438;-0,802575016;98027000000;41,93040614;5032400000;48906800000;5,631450701
