Country;Year;GDP_scale;esi_con;esi_ind;ggfl;gdptr;gdp;gdpv;r_sh;r_lo;pfce;gfcf;popt;fbgsd;NE;itv;fddv;ipv;cpv;utr;totmk;neer;hfce;pfce_new;yrg;oco;sspg;cgv;igv;ggdeficit;CPI;CC;IC;SMC;BC;rec_index;EPL;PMR;imf_dir_ut;imf_dir_at;imf_dir_at1;imf_dir_at2;imf_dir_at3;imf_dir_at4;imf_dir_at5;imf_ind_ut;imf_ind_at;imf_ind_at1;imf_ind_at2;imf_ind_at3;imf_ind_at4;imf_ind_at5;imf_tnyc_ut;imf_tnyc_at;imf_tnyc_at1;imf_tnyc_at2;imf_tnyc_at3;imf_tnyc_at4;imf_tnyc_at5;imf_toth_ut;imf_toth_at;imf_toth_at1;imf_toth_at2;imf_toth_at3;imf_toth_at4;imf_toth_at5;imf_con_ut;imf_con_at;imf_con_at1;imf_con_at2;imf_con_at3;imf_con_at4;imf_con_at5;imf_tra_ut;imf_tra_at;imf_tra_at1;imf_tra_at2;imf_tra_at3;imf_tra_at4;imf_tra_at5;imf_snyc_ut;imf_snyc_at;imf_snyc_at1;imf_snyc_at2;imf_snyc_at3;imf_snyc_at4;imf_snyc_at5;imf_soth_ut;imf_soth_at;imf_soth_at1;imf_soth_at2;imf_soth_at3;imf_soth_at4;imf_soth_at5;IMF_TAX_UT;IMF_TAX_ATT;IMF_TAX_ATT1;IMF_TAX_ATT2;IMF_TAX_ATT3;IMF_TAX_ATT4;IMF_TAX_ATT5;IMF_SPND_UT;IMF_SPND_ATT;IMF_SPND_ATT1;IMF_SPND_ATT2;IMF_SPND_ATT3;IMF_SPND_ATT4;IMF_SPND_ATT5;IMF_TAX_TOT;IMF_SPND_TOT;IMF_plan;IMF_DB;IMF_IB;IMF_CB;IMF_TRB;IMF_NYC;IMF_EB;IMF_TB;debti;debta;debt_new;sfa_a_value;netint;deficit;primary_def;dis;receipts;cap_transf_paid;gov_cons_fixedcap;captrans_gdp;govconscap_gdp;oecd_exp_resid;currentdisb;currentdisb_gdp;igaa;cgaa;cost of debt
AUS;1978;110,872;100,519;100,425;NA;NA;1,10872E+11;5,07444E+11;9,843;9,06;276,4473572;128,421051;14359250;-2090209464;65301256027;83631000000;4,42143E+11;71235000000;2,78436E+11;6,29;127,01;107,743;1,66063E+11;63345000000;31913036722;4764036722;7729000000;92614000000;12396000000;NA;22,8136118;0;0;0;0;0;NA;4,101190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1979;127,218;99,887;100,486;NA;NA;1,27218E+11;5,30874E+11;9,773;9,749;281,5260925;133,1726837;14515730;294133098,8;77465281552;88892000000;4,53409E+11;76811000000;2,81898E+11;6,265;204,19;103,389;1,68558E+11;70280000000;37065612098;5293612098;8385000000;93635000000;12081000000;NA;24,88736934;0;0;0;0;0;NA;4,101190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1980;143,552;100,086;100,347;NA;NA;1,43552E+11;5,45349E+11;12,028;11,648;290,5109558;141,9708099;14695360;-1258182131;72445807139;95837000000;4,72903E+11;84509000000;2,89544E+11;6,105;311,38;105,887;1,71679E+11;79622000000;43137290692;6133290692;9258000000;97377000000;11328000000;NA;27,40760927;0;0;0;0;0;NA;4,101190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1981;164,365;99,989;100,44;NA;NA;1,64365E+11;5,68139E+11;15,038;13,958;303,2333374;156,6333313;14923260;-5257268215;65425553462;1,06517E+11;5,02713E+11;95609000000;3,03037E+11;5,784;233,19;115,325;1,77431E+11;91068000000;48786643752;7208643752;10260000000;1,01202E+11;10908000000;NA;30,06388488;0;0;1;0;0;NA;4,101190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1982;183,462;98,532;97,367;NA;NA;1,83462E+11;5,66138E+11;16,834;15,375;312,8442993;153,2335358;15184250;-5226847891;54061421834;1,04701E+11;5,12077E+11;93880000000;3,16212E+11;7,163;205,11;111,341;1,87324E+11;1,04918E+11;56714846799;8962846799;12230000000;1,01033E+11;10821000000;NA;33,41465843;1;0;1;0;1;NA;4,101190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1983;198,726;99,911;99,707;NA;NA;1,98726E+11;5,65234E+11;12,199;13,888;314,1576233;138,2608643;15393470;-2668344703;53548687325;97893000000;5,11685E+11;86035000000;3,20393E+11;9,961;344,86;103,381;1,91856E+11;1,15956E+11;61293275454;10579275454;15208000000;1,0665E+11;11858000000;NA;36,79407106;0;0;0;0;0;NA;4,101190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1984;224,643;101,687;100,319;NA;NA;2,24643E+11;6,02121E+11;12,1;13,525;325,8115234;152,3036652;15579390;-4329287351;70686158787;1,07764E+11;5,31435E+11;93927000000;3,22466E+11;8,987;312,24;106,406;1,94227E+11;1,24313E+11;73225500477;11808500477;16558000000;1,1241E+11;13837000000;NA;38,24750489;0;0;0;0;0;NA;4,101190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1985;249,078;100,289;100,263;NA;2,47789E+11;2,49078E+11;6,32841E+11;15,983;13,954;339,7549133;170,3921509;15788310;-4309420517;67183684093;1,1997E+11;5,65657E+11;1,05098E+11;3,36334E+11;8,258;432,79;88,079;1,95892E+11;1,38212E+11;83826721681;13471721681;17469000000;1,19145E+11;14872000000;NA;40,825023;1;0;0;0;0;1,0208335;4,101190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0187;0;0,0187;0;0;0;0;0,15825;0;0,15825;0;0;0;0;0;0;0;0;0;0;0;0,09014;0;0,09014;0;0;0;0;0;0;0;0;0;0;0;0,26709;0;0,26709;0;0;0;0;0;0,53418;1;0;0;0;1;0;1;0;22,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1986;271,033;98,988;98,866;NA;2,72837E+11;2,71033E+11;6,45183E+11;16,452;13,417;345,4606628;169,1910095;16018350;-4689680702;67297047408;1,19346E+11;5,77886E+11;1,03182E+11;3,45918E+11;8,081;622,78;72,345;2,06289E+11;1,53828E+11;93318169434;14920169434;19132000000;1,24132E+11;16164000000;NA;44,53378517;0;0;0;0;1;1,0208335;4,101190476;-0,10037;0;-0,58415;-0,48378;0;0;0;0,03192;0;0,03192;0;0;0;0;0;0;0;0;0;0;0;0,23426;0;0,23426;0;0;0;0;0,13831;0,0187;0,10812;-0,03019;0;0;0;0,18789;0,15825;0,14687;-0,04102;0;0;0;0;0;0;0;0;0;0;0,04617;0,09014;0,03609;-0,01008;0;0;0;0,16581;0;-0,31797;-0,48378;0;0;0;0,37237;0,26709;0,29108;-0,08129;0;0;0;-0,63594;0,84925;1;0;0;0;1;0;1;0;23,41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1987;305,133;99,15;100,23;NA;3,03008E+11;3,05133E+11;6,7896E+11;13,75;13,192;351,4285583;172,9399567;16263870;-2123675890;83149702140;1,2481E+11;5,9581E+11;1,09333E+11;3,54899E+11;8,106;614,17;69,081;2,10725E+11;1,70089E+11;1,06596E+11;15799261715;20642000000;1,27167E+11;15477000000;NA;48,31414507;0;0;0;0;0;1,0208335;4,101190476;0;-0,58415;-0,48378;0;0;0;0;0;0,03192;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23426;0;0;0;0;0;0,23337;0,10812;0,20317;0;0;0;0;0,04612;0,14687;0,0051;0;0;0;0;0;0;0;0;0;0;0;0,11991;0,03609;0,10983;0;0;0;0;0;-0,31797;-0,48378;0;0;0;0;0,3994;0,29108;0,3181;0;0;0;0;-0,80175;1,00858;1;0;0;1;0;0;1;0;22,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1988;345,231;100,357;101,497;NA;3,4056E+11;3,45231E+11;7,10258E+11;12,8;12,104;364,5366821;186,2741241;16532160;-3000367850;84614602515;1,35784E+11;6,25643E+11;1,21767E+11;3,68626E+11;7,226;762,04;74,513;2,17737E+11;1,88952E+11;1,1784E+11;17947260276;22336000000;1,3062E+11;14017000000;NA;51,80811407;0;0;0;0;0;1,0208335;4,101190476;0;-0,48378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,20317;0;0;0;0;0;0;0,0051;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10983;0;0;0;0;0;0;-0,48378;0;0;0;0;0;0;0,3181;0;0;0;0;0;-0,48378;0,3181;0;0;0;1;0;0;1;0;24,82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#WERT!;#WERT!;#WERT!;NA;#WERT!;NA;NA;#WERT!
AUS;1989;388,216;98,266;99,719;97006000000;3,81638E+11;3,88216E+11;7,39991E+11;17,612;13,408;380,6822205;199,7306976;16814420;-7678511526;75427971824;1,48354E+11;6,64563E+11;1,32641E+11;3,88052E+11;6,175;927,17;79,953;2,28058E+11;2,1204E+11;1,28352E+11;19928653653;23484000000;1,36222E+11;15713000000;0,624394665;55,72450965;0;0;0;1;0;1,0208335;4,101190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,77;NA;17,05422115;NA;1,905484472;-0,594354785;-2,499839258;32,51516846;33,10952325;1698210793;9512000000;0,437439671;2,450182373;-2,012742702;1,10326E+11;28,41868778;12460000000;66914000000;#WERT!
AUS;1990;413,277;97,202;97,745;1,02917E+11;4,14151E+11;4,13277E+11;7,50246E+11;14,543;13,18;388,3444824;179,7491608;17065130;-3230845745;84674852140;1,38909E+11;6,65571E+11;1,23143E+11;3,97741E+11;6,926;812,92;80,133;2,37561E+11;2,31524E+11;1,36615E+11;21914693151;27154000000;1,41074E+11;15766000000;-0,29883105;59,7769409;0;0;1;1;1;1,0208335;4,101190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,58;NA;16,45328098;NA;1,561756184;0,332021197;-1,229734987;33,43253723;33,10051604;2351041710;10447000000;0,568877946;2,527844521;-1,958966574;1,22571E+11;29,65843558;12972000000;73502000000;9,157593127
AUS;1991;416,295;97,948;98,659;1,28444E+11;4,34653E+11;4,16295E+11;7,40155E+11;10,226;10,691;394,6191101;156,9530029;17284040;959716293,4;83237065923;1,257E+11;6,56918E+11;1,08662E+11;4,02059E+11;9,579;1131,88;80,709;2,40093E+11;2,42898E+11;1,37009E+11;23328330548;31234000000;1,45439E+11;17038000000;-2,865275826;61,70336037;0;0;0;1;1;1,0208335;3,81547619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,91;NA;21,65470558;NA;1,463370166;2,896513341;1,433143175;35,82973115;32,93321781;3197313966;11037000000;0,768040444;2,65124491;-1,883204467;1,33378E+11;32,03941608;14101000000;78817000000;8,894093327
AUS;1992;432,057;98,603;99,658;1,51208E+11;4,49939E+11;4,32057E+11;7,6207E+11;6,466;9,22;409,2134705;158,4911652;17479000;-596364018,5;88917881748;1,29683E+11;6,73152E+11;1,12195E+11;4,12936E+11;10,729;1135,32;75,598;2,45771E+11;2,5439E+11;1,41139E+11;25512669684;34784000000;1,4685E+11;17488000000;-4,307764948;62,31170336;0;0;0;1;0;1,0208335;3,738380954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,15;NA;27,67744446;NA;2,16030259;4,462097602;2,301795012;37,16062633;32,69852873;3267037848;11484000000;0,75615899;2,657982627;-1,901823637;1,41836E+11;32,82797465;14275000000;81538000000;9,976134666
AUS;1993;455,228;99,394;100,315;1,84791E+11;4,68015E+11;4,55228E+11;7,93961E+11;5,152;7,281;417,7918091;167,4132538;17635000;-1327312534;1,04545E+11;1,36613E+11;6,89416E+11;1,18565E+11;4,19958E+11;10,874;1604,29;71,753;2,5051E+11;2,64019E+11;1,51659E+11;27326399531;38855000000;1,48427E+11;18048000000;-2,830669467;63,4414832;0;0;0;0;0;1,0208335;3,587380954;0;0;0,13887;0,13887;0;0;0;0;0;0,1273;0,1273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26617;0,26617;0;0;0;0;0;0;0;0;0;0;0,53234;0;1;1;0;0;0;0;0;1;30,32;NA;30,72376788;NA;1,370629555;2,803580402;1,432950847;36,19258973;33,38900933;1800266433;12080000000;0,395464785;2,653615331;-2,258150546;1,50805E+11;33,12745498;14893000000;84625000000;4,952153574
AUS;1994;482,513;101,397;100,824;1,94852E+11;4,89489E+11;4,82513E+11;8,30528E+11;5,657;9,042;432,0897827;184,9226074;17805000;-4701021978;1,03415E+11;1,52752E+11;7,27113E+11;1,33286E+11;4,35288E+11;9,719;1505,85;77,29;2,56546E+11;2,77899E+11;1,621E+11;30288302303;39643000000;1,53038E+11;19466000000;-2,503973986;64,64368482;0;0;0;0;0;1,0208335;3,577571426;0;0,13887;0,13887;0;0;0;0;0;0,1273;0,1273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26617;0,26617;0;0;0;0;0;0;0;0;0;0;0;0,53234;0;0;1;0;0;0;0;0;1;31,45;NA;31,78195877;NA;1,905956788;2,405323263;0,499366475;36,07656088;33,67123762;1859803183;12628000000;0,385441052;2,617131559;-2,231690507;1,56893E+11;32,51587316;15938000000;86961000000;6,203525542
AUS;1995;512,23;100,095;99,12;2,1393E+11;5,19948E+11;5,1223E+11;8,60006E+11;7,726;9,211;442,7218933;184,08284;18005000;-5257899079;1,04295E+11;1,57787E+11;7,55711E+11;1,38611E+11;4,53396E+11;8,469;1833,61;74,924;2,68383E+11;2,97441E+11;1,73703E+11;30701785773;41910000000;1,59301E+11;19176000000;-1,727349042;67,6419467;0;0;0;0;1;1,0208335;3,533333336;0,24559;0,13887;0,24559;0;0;0;0;0;0,1273;0;0;0;0;0;0,24559;0;0,24559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49118;0,26617;0,49118;0;0;0;0;0;0;0;0;0;0;0;1,24853;0;1;1;0;0;0;0;0;1;30,89;40,3;31,23775454;NA;1,980396938;1,681182035;-0,299214902;35,68339589;34,00221386;2614150540;13198000000;0,51034702;2,576576928;-2,066229908;1,64501E+11;32,11461636;15751000000;91890000000;6,231198498
AUS;1996;543,525;100,58;99,728;2,14144E+11;5,50486E+11;5,43525E+11;8,93484E+11;7,152;8,209;453,9625244;186,8443756;18225000;-546879523,6;1,10189E+11;1,66484E+11;7,83295E+11;1,46619E+11;4,6669E+11;8,506;2103,05;82,157;2,77218E+11;3,12514E+11;1,87304E+11;30573866489;45568000000;1,64901E+11;19865000000;-0,447081551;69,40903824;0;0;0;0;1;1,0208335;2,737857149;-0,01845;0,24559;0,07399;0,08356;-0,00888;0;0;0,03055;0;0,03358;0,00547;0,00244;0;0;0;0,24559;0;0;0;0;0;0,07018;0;0,09332;0,03495;0,01181;0;0;0;0;0;0;0;0;0;0,07399;0;0,094;-0,0407;-0,06071;0;0;0;0;0;0;0;0;0;0,23612;0;0,46044;0,25096;0,02665;0;0;0,08228;0,49118;0,20089;0,12398;0,00537;0;0;0,31011;0;0,55444;0,21026;-0,03406;0;0;0,9037;1,04075;1;0;0;0;1;0;1;0;29,11;37,8;29,41819008;NA;1,604795086;0,441681662;-1,163113424;35,01700275;34,57532109;2529416293;13646000000;0,465372576;2,510648084;-2,045275508;1,73552E+11;31,93082901;16012000000;97409000000;5,137357372
AUS;1997;573,206;100,165;100,15;2,11648E+11;5,7999E+11;5,73206E+11;9,2753E+11;5,396;6,955;478,9942627;201,4655151;18423000;1604927414;1,03848E+11;1,82082E+11;8,23682E+11;1,61629E+11;4,8616E+11;8,362;2425,02;83,376;2,8538E+11;3,30241E+11;1,99955E+11;33219260429;46814000000;1,69421E+11;20453000000;0,876822643;69,58285052;1;0;0;0;0;1,1458335;2,287999996;-0,00267;0,07399;0,12762;0,06821;0,11278;0,08242;0;0;0,03358;0,00547;0,00244;0;0;0;0,00184;0;0,02668;0,02346;-0,00506;-0,00368;0;-0,00405;0,09332;0,07128;0,0188;-0,03689;-0,0035;0;-0,01058;0;-0,0161;-0,00552;0,00497;0,00497;0;0,01453;0,094;-0,03748;-0,08555;-0,03956;-0,02603;0;0;0;0;0;0;0;0;-0,02153;0,46044;0,23735;0,03263;-0,01619;-0,01426;0;-0,00488;0,20089;0,23105;0,11291;0,07083;0,07524;0;-0,01758;0,55444;0,18377;-0,05844;-0,05078;-0,03532;0;0,68604;0,57609;1;1;0;0;0;0;0;1;25,79;39,5;25,95699113;NA;1,416995579;-0,874116121;-2,2911117;34,17753936;35,05165548;2356111500;14147000000;0,411040969;2,468048136;-2,057007167;1,81318E+11;31,63225585;16368000000;1,01286E+11;4,816732691
AUS;1998;603,885;100,079;99,704;2,01872E+11;6,03195E+11;6,03885E+11;9,75211E+11;5,002;5,493;502,9487305;218,5042725;18608000;-6447306476;1,0996E+11;1,94625E+11;8,65251E+11;1,72776E+11;5,09124E+11;7,676;2857,94;79,365;2,99335E+11;3,50307E+11;2,1924E+11;38779010121;46299000000;1,75384E+11;21849000000;2,54618015;70,17670915;0;0;0;0;0;1,1458335;2,244504761;0;0,12762;0,06821;0,11278;0,08242;0;0;0;0,00547;0,00244;0;0;0;0;0;0,02668;0,02346;-0,00506;-0,00368;0;0;0;0,07128;0,0188;-0,03689;-0,0035;0;0;0;-0,0161;-0,00552;0,00497;0,00497;0;0;0;-0,03748;-0,08555;-0,03956;-0,02603;0;0;0;0;0;0;0;0;0;0;0,23735;0,03263;-0,01619;-0,01426;0;0;0;0,23105;0,11291;0,07083;0,07524;0;0;0;0,18377;-0,05844;-0,05078;-0,03532;0;0;0,49003;0,03923;0;1;0;0;0;0;0;1;23,70;38,8;23,75850571;NA;1,067812192;-2,529150711;-3,596962903;33,86318735;36,39233806;1707092848;14952000000;0,282685089;2,475968107;-2,193283018;1,91651E+11;31,73640687;17575000000;1,06572E+11;4,113774924
AUS;1999;636,785;101,101;100,501;1,81163E+11;6,34187E+11;6,36785E+11;1,01449E+12;5,012;6,009;527,4157104;226,2780914;18812000;-9968429029;1,07232E+11;2,03822E+11;9,07262E+11;1,81885E+11;5,36945E+11;6,872;3385,11;79,637;3,15666E+11;3,73076E+11;2,34424E+11;43711544430;49921000000;1,80751E+11;21937000000;2,645948004;71,20509849;0;0;0;0;0;1,1458335;2,072857142;0;0,06821;0,11278;0,08242;0;0;0;0;0,00244;0;0;0;0;0;0;0,02346;-0,00506;-0,00368;0;0;0;0;0,0188;-0,03689;-0,0035;0;0;0;0;-0,00552;0,00497;0,00497;0;0;0;0;-0,08555;-0,03956;-0,02603;0;0;0;0;0;0;0;0;0;0;0;0,03263;-0,01619;-0,01426;0;0;0;0;0,11291;0,07083;0,07524;0;0;0;0;-0,05844;-0,05078;-0,03532;0;0;0;0,25898;-0,14454;0;1;0;0;0;0;0;1;22,52;45,1;22,60450403;NA;0,808896609;-2,598658737;-3,407555345;34,26317002;36,86182875;1985805543;15691000000;0,311848668;2,464096987;-2,152248319;2,06054E+11;32,35849019;18353000000;1,12423E+11;3,404661129
AUS;2000;685,25;100,094;99,988;1,86141E+11;6,83044E+11;6,8525E+11;1,04882E+12;6,178;6,315;540,2419434;227,4462433;19029000;-4168556569;1,13427E+11;2,08343E+11;9,3539E+11;1,82786E+11;5,545E+11;6,283;3450,07;73,981;3,28714E+11;3,98509E+11;2,4656E+11;44902362640;56210000000;1,8758E+11;25557000000;1,530390368;74,39165701;1;0;0;0;1;1,1458335;2,057142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,46;41;19,56108291;NA;0,731352054;-1,501487928;-2,232839982;34,55766045;36,05914837;1987682801;16718000000;0,290066808;2,439693543;-2,149626735;2,23171E+11;32,5678319;20833000000;1,22057E+11;3,235426234
AUS;2001;728,225;99,973;99,579;1,89295E+11;7,2785E+11;7,28225E+11;1,07622E+12;4,899;5,615;551,1968994;217,2586823;19275000;2192474288;1,28049E+11;2,01559E+11;9,48174E+11;1,75316E+11;5,71434E+11;6,742;3767,4;69,78;3,3952E+11;4,25021E+11;2,53089E+11;48893222052;61837000000;1,91936E+11;26243000000;-0,007689931;77,65063731;0;0;0;0;0;1,1458335;1,990285722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,04;41;17,1771728;NA;0,365084178;-0,027302425;-0,392386602;34,79359015;34,82089257;3642781256;17807000000;0,500227437;2,445260737;-1,945033299;2,3938E+11;32,87175022;22043000000;1,28652E+11;1,866380198
AUS;2002;780,295;100,792;100,341;1,91383E+11;7,73571E+11;7,80295E+11;1,11891E+12;4,747;5,844;572,625;245,0874939;19495000;-4569859928;1,10073E+11;2,31066E+11;1,00884E+12;2,03365E+11;5,95634E+11;6,368;3401,52;72,747;3,50011E+11;4,5526E+11;2,77825E+11;51707535064;63520000000;1,96951E+11;27701000000;1,572610359;79,98261877;0;0;0;0;0;1,1458335;1,977904764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,95;38,7;15,05760862;NA;0,408020085;-1,567939121;-1,975959206;34,14962995;35,71756908;4452280094;18538000000;0,57058934;2,375768139;-1,805178799;2,51393E+11;32,2176514;23268000000;1,36163E+11;2,375362288
AUS;2003;828,603;100,937;100,687;1,80689E+11;8,22835E+11;8,28603E+11;1,15255E+12;4,896;5,367;589,7202148;262,7007446;19721000;-13989001505;91627661887;2,51467E+11;1,06092E+12;2,24014E+11;6,19028E+11;5,929;3876,96;81,368;3,6499E+11;4,84452E+11;2,98008E+11;53340301559;66599000000;2,04689E+11;27453000000;2,652657545;82,19872538;0;0;0;0;0;1,1458335;1,97866667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,15;36,4;13,22848442;NA;0,278350304;-2,665192102;-2,943542406;33,39662461;36,06181672;2640359004;19137000000;0,318651876;2,309549929;-1,990898053;2,65193E+11;32,00480414;22754000000;1,45256E+11;1,848569126
