Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sweden,SWE,3.93519292606446,1.57945640649923,3.07052659296374,4.31183635326269,4.24718414367548,4.7663488714872,1.44949861796981,2.1969210621746,2.30981059032811,4.33685615384474,2.85880323990261,4.66277355175126,3.43922177600065,-0.450559256743361,-4.33979057452935,5.95210700755608,3.1953332348894,-0.588304568990736,1.187775715906,2.65779827531642,4.48928158790491,2.07059315052096,2.56792452526476,1.95002284569983,1.98619587380391,-2.17021317885872,5.07508472544021,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Kingdom,GBR,2.53166996442249,1.90780710105234,4.36658107426521,3.15728733863099,3.0140704762541,4.09265347753652,2.15742817784832,1.77076529877269,3.12305331258689,2.34497148161661,2.66833765676094,2.16040532059112,2.56346046050109,-0.154344314706506,-4.51048560011785,2.43007289502704,1.06761091403658,1.44845675688505,1.81986337468368,3.19970262614801,2.393103183986,2.16520621052183,2.44357046987986,1.70502102232903,1.60430864787399,-11.0308584551979,7.52491037367686,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,9.63442207285961,7.37962433469586,11.0217649889624,8.76612230997861,10.5298862580675,9.40352464209762,5.3058209115725,5.89936576117442,3.01383807882773,6.78814020435452,5.7397821688559,4.98785347349479,5.31011814691841,-4.48407049219472,-5.09578275532317,1.68297153835975,0.833830148555222,-0.00554201066994153,1.12568964599835,8.64935060757608,24.3704453546988,2.00665411509893,9.00534242438529,8.52754139148431,5.44093733423819,6.18453803881623,13.5882471079549,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,1.48952547622301,0.082413297607502,3.1431221936127,3.90000450119636,3.07102686649078,4.47919473197571,4.07408803273854,4.7412865464827,4.07424974585209,5.00462069164915,4.29427761009178,3.9460668802932,0.277372772325805,1.00394302900897,-6.59786721850169,1.0762540427767,1.86683747544298,-1.25022602347063,1.80252210082266,4.23220980614269,3.7073159793626,2.20100189293856,4.27197601620695,5.36233225929902,4.85779236030737,-4.54726382323224,7.11731531479809,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malta,MLT,6.34249318337497,3.7773357615833,5.25698014497532,5.12560123053601,4.71997488242206,19.6817909193016,-1.17479647891984,2.56504704818671,4.07456985210095,0.13959908397905,3.38329965697102,2.51049194733572,4.77534732485961,3.82559140088306,-1.13310598752768,5.5435693770699,0.466127625222981,4.11866098158396,5.4730579170764,7.63311933534743,9.60813122231481,3.3811157682035,10.9253292306501,6.16898410649173,5.9173445074357,-8.3242832319722,10.2977635999018,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
